Order#	Order_date	Item_No	Dept_	Class_	Units_sold	Shipping_date	TRK#
54335	9/6/2019	01-31-0107-01-12	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW96061234
54336	9/6/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54338	9/6/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW91475476
54338	9/6/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V71YW91475476
54338	9/6/2019	01-21-1011-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW91475476
54339	9/6/2019	01-31-0106-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	9.2749E+25
54337	9/6/2019	01-21-1004-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW94163468
54337	9/6/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	9/9/2019	1Z1A1V71YW94163468
54337	9/6/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V71YW94163468
54337	9/6/2019	01-21-1011-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW94163468
54340	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54341	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54342	9/6/2019	38-81-0001-00-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391573046
54342	9/6/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710391573046
54344	9/6/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/9/2019	1Z1A1V710393342587
54344	9/6/2019	40-33-0001-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V710393342587
54345	9/6/2019	03-72-1101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710292139364
54346	9/6/2019	04-31-0004-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391652942
54346	9/6/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710391652942
54347	9/6/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54347	9/6/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	9.2749E+25
54347	9/6/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54348	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54343	9/6/2019	01-27-0302-01-12	FITNESS	LOWER BODY	1	9/9/2019	1Z1A1V71YW95633467
54349	9/6/2019	08-28-0201-00-00	FITNESS	MAT	1	9/12/2019	1Z44RR376811247137
54350	9/6/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/9/2019	9.2749E+25
54351	9/6/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	1	9/9/2019	1Z1A1V710296120447
54351	9/6/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V710296120447
54351	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710296120447
54351	9/6/2019	21-13-0101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710296120447
54351	9/6/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/9/2019	1Z1A1V710296120447
54352	9/6/2019	02-73-1102	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	02-74-0403-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	01-86-0001-00-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	02-73-1101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391718532
54352	9/6/2019	02-74-0401-01-00	ACCESSORIES	IMPULSE	2	9/9/2019	1Z1A1V710391718532
54353	9/6/2019	01-86-0001-00-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V711299907038
54354	9/6/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710395586418
54354	9/6/2019	03-22-0001-01-12	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710395586418
54355	9/6/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V71YW96647209
54355	9/6/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW96647209
54355	9/6/2019	40-33-0001-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW96647209
54356	9/6/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/9/2019	9.2613E+25
54356	9/6/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/9/2019	9.2613E+25
54357	9/6/2019	03-22-0101-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710394491325
54358	9/6/2019	43-85-0003-01-01	BEDDING	SHEETS	1	9/9/2019	1Z1A1V710393323277
54358	9/6/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710393323277
54358	9/6/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/9/2019	1Z1A1V710393323277
54358	9/6/2019	03-33-1303-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V710393323277
54358	9/6/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710393323277
54359	9/6/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	1	9/9/2019	9.2749E+25
54359	9/6/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	9.2749E+25
54360	9/6/2019	01-21-1013-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW93852840
54360	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	2	9/9/2019	1Z1A1V71YW93852840
54360	9/6/2019	01-21-2012-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW93852840
54361	9/6/2019	01-21-1013-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW90235227
54363	9/6/2019	04-12-0002-01	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54362	9/6/2019	40-54-0001-01-00	ELECTRO	COMPLETE KIT	1	9/9/2019	1Z1A1V710296439934
54364	9/6/2019	04-74-0001	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54365	9/6/2019	22-82-1301-00-12	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V710398147315
54365	9/6/2019	03-72-1101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710398147315
54365	9/6/2019	03-72-1101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710398147315
54366	9/6/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54368	9/6/2019	01-31-0107-01-12	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW94926385
54368	9/6/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V71YW94926385
54367	9/6/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710396004848
54367	9/6/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710396004848
54369	9/6/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW95433423
54369	9/6/2019	01-21-2001-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW95433423
54369	9/6/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V71YW95433423
54371	9/6/2019	03-74-0003-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW95577475
54371	9/6/2019	08-34-0205-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW95577475
54373	9/6/2019	01-28-1301-03-12	FITNESS	MAT	1	9/9/2019	1Z1A1V710296869863
54373	9/6/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	1Z1A1V710296869863
54372	9/6/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54374	9/7/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V711296971796
54374	9/7/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V711296971796
54376	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54370	9/7/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54375	9/7/2019	03-22-0001-01-12	FITNESS	APPAREL	1	9/9/2019	9.2749E+25
54377	9/7/2019	02-62-0401-01-12	FITNESS	CYCLING	1	9/9/2019	1Z1A1V710398619387
54378	9/7/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/9/2019	9.2749E+25
54379	9/7/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/9/2019	9.2749E+25
54379	9/7/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	9.2749E+25
54380	9/7/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54381	9/7/2019	08-28-0201-00-00	FITNESS	MAT	2	9/12/2019	1Z44RR376824864160
54381	9/7/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/12/2019	1Z44RR376824864160
54382	9/7/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54383	9/7/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54383	9/7/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54383	9/7/2019	08-31-0202-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54384	9/7/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54384	9/7/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54385	9/7/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	9/9/2019	1Z1A1V71YN91411416
54385	9/7/2019	40-24-0001-01-00	FITNESS	LOWER BODY	1	9/9/2019	1Z1A1V71YN91411416
54385	9/7/2019	04-82-0001-00-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V71YN91411416
54386	9/7/2019	04-13-1101-03-00	GEAR	SOCKS	1	9/9/2019	1Z1A1V710396852306
54388	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710194334605
54388	9/7/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710194334605
54387	9/7/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW92972990
54389	9/7/2019	04-12-0006-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW91739379
54389	9/7/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW91739379
54389	9/7/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V71YW91739379
54390	9/7/2019	08-34-0203-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW90598550
54390	9/7/2019	01-21-1010-15-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW90598550
54391	9/7/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710399168087
54391	9/7/2019	01-83-1602-00-00	ESSENTIALS	ORAL CARE	2	9/9/2019	1Z1A1V710399168087
54391	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710399168087
54391	9/7/2019	02-40-0301-01-12	SLEEPWEAR	INTIMATES	1	9/9/2019	1Z1A1V710399168087
54392	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/10/2019	1Z1A1V716773577797
54393	9/7/2019	07-81-0101-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW99405072
54393	9/7/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW99405072
54395	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54394	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54396	9/7/2019	13-82-0101-01-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V710395257256
54396	9/7/2019	04-12-0007-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710395257256
54397	9/7/2019	38-12-0001-01	SEASONAL	SEASONAL	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	07-81-1601-00	SEASONAL	SEASONAL	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	04-13-1101-03-00	GEAR	SOCKS	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-73-1302-01-00	ACCESSORIES	BELTS	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-63-0403-01-00	FITNESS	CYCLING	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-74-0404-01-00	ACCESSORIES	IMPULSE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-74-1302-01-13	ACCESSORIES	IMPULSE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	04-15-0103	SEASONAL	SEASONAL	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	13-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-73-1402-01-12	ACCESSORIES	BELTS	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	01-83-1603-00-00	ESSENTIALS	ORAL CARE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	02-74-0402-01-00	ACCESSORIES	IMPULSE	1	9/10/2019	1z44rr376841154485
54397	9/7/2019	08-28-0201-00-00	FITNESS	MAT	1	9/10/2019	1z44rr376841154485
54398	9/7/2019	07-81-1601-00	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54398	9/7/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	9.2749E+25
54399	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54400	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54401	9/7/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V71YW98830980
54401	9/7/2019	03-81-0003-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW98830980
54401	9/7/2019	20-87-0001-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V71YW98830980
54401	9/7/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V71YW98830980
54402	9/7/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54403	9/7/2019	21-13-0102	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW98574374
54403	9/7/2019	02-74-0405-01-12	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW98574374
54403	9/7/2019	21-13-0102	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW98574374
54404	9/7/2019	02-74-1402-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW90742509
54404	9/7/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW90742509
54404	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW90742509
54405	9/7/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	1Z1A1V71YW91774483
54405	9/7/2019	03-22-0001-01-12	FITNESS	APPAREL	1	9/9/2019	1Z1A1V71YW91774483
54406	9/7/2019	01-24-0101-01	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54407	9/7/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54408	9/7/2019	02-31-0103-01-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710391372790
54408	9/7/2019	01-81-1601-00-00	ESSENTIALS	BODY CARE	2	9/9/2019	1Z1A1V710391372790
54408	9/7/2019	07-81-0101-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391372790
54409	9/7/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54409	9/7/2019	23-82-1301-01-00	ESSENTIALS	BATH	1	9/9/2019	9.2749E+25
54411	9/7/2019	01-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54412	9/7/2019	03-22-0003-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V71YW96316290
54412	9/7/2019	13-82-0101-01-00	ESSENTIALS	BATH	1	9/9/2019	1Z1A1V71YW96316290
54412	9/7/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	1	9/9/2019	1Z1A1V71YW96316290
54413	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54410	9/7/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW94390187
54414	9/7/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V71YW96126165
54414	9/7/2019	01-21-3005-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW96126165
54414	9/7/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V71YW96126165
54414	9/7/2019	01-21-2003-15-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW96126165
54414	9/7/2019	01-21-2001-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW96126165
54415	9/7/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	9.2749E+25
54415	9/7/2019	08-31-0203-00-00	ACCESSORIES	RINGS	1	9/9/2019	9.2749E+25
54416	9/7/2019	02-81-0001-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	9.2749E+25
54418	9/7/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW95871950
54418	9/7/2019	03-72-1101	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW95871950
54417	9/7/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710393242962
54417	9/7/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/9/2019	1Z1A1V710393242962
54417	9/7/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V710393242962
54419	9/7/2019	38-12-0001-01	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V716773610697
54420	9/7/2019	03-64-0401-01-00	FITNESS	CYCLING	1	9/9/2019	1Z1A1V711292675015
54420	9/7/2019	17-24-0101-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V711292675015
54421	9/7/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW99541022
54421	9/7/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V71YW99541022
54422	9/7/2019	03-81-0101-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V710398767397
54422	9/7/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/9/2019	1Z1A1V710398767397
54422	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710398767397
54422	9/7/2019	08-31-0201-00-00	ACCESSORIES	RINGS	1	9/9/2019	1Z1A1V710398767397
54423	9/7/2019	01-31-0109-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V710396961975
54423	9/7/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V710396961975
54424	9/7/2019	40-33-0001-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW97924363
54425	9/7/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710193347317
54426	9/7/2019	02-40-0401-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	1Z1A1V710294612893
54427	9/7/2019	17-24-0101-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW92035261
54427	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	2	9/9/2019	1Z1A1V71YW92035261
54428	9/7/2019	03-22-0003-01-00	FITNESS	APPAREL	1	9/9/2019	9.2749E+25
54429	9/7/2019	02-32-0401-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V710191766458
54429	9/7/2019	33-81-1701-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V710191766458
54429	9/7/2019	40-74-0001-01-00	ELECTRO	AUDIO	1	9/9/2019	1Z1A1V710191766458
54429	9/7/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710191766458
54429	9/7/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710191766458
54430	9/7/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54431	9/7/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V710390510436
54431	9/7/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710390510436
54432	9/7/2019	08-34-0210-00-00	GEAR	OUTERWEAR	1	9/9/2019	9.2749E+25
54432	9/7/2019	03-81-0001-00-03	ESSENTIALS	BODY CARE	1	9/9/2019	9.2749E+25
54432	9/7/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54433	9/7/2019	38-51-0101-01-00	ELECTRO	ELECTRO ACCESSORIES	1	9/9/2019	1Z1A1V71YW96999348
54433	9/7/2019	40-33-0001-00-00	GEAR	OUTERWEAR	1	9/9/2019	1Z1A1V71YW96999348
54434	9/7/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/9/2019	9.2749E+25
54434	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54435	9/7/2019	23-82-0101-01-00	ESSENTIALS	BATH	1	9/9/2019	9.2749E+25
54436	9/7/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	1Z1A1V710390203214
54436	9/7/2019	11-11-0011-13	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710390203214
54436	9/7/2019	02-71-1401-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710390203214
54437	9/7/2019	02-71-1402-01-12	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V71YW90670408
54438	9/7/2019	01-83-1601-00-00	ESSENTIALS	ORAL CARE	2	9/9/2019	9.2749E+25
54439	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54440	9/7/2019	01-21-1004-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW95382103
54440	9/7/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	1Z1A1V71YW95382103
54441	9/7/2019	03-22-0110-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710392227178
54441	9/7/2019	03-35-0101-01-00	FITNESS	WEIGHTS	1	9/9/2019	1Z1A1V710392227178
54441	9/7/2019	01-31-0105-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	1Z1A1V710392227178
54442	9/7/2019	04-31-0001-00	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54443	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710296522156
54444	9/7/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	9.2749E+25
54445	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710297167922
54447	9/7/2019	01-21-2006-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW98000760
54447	9/7/2019	01-25-0006	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW98000760
54446	9/7/2019	01-31-0104-01-00	AUTOMOTIVE	RINGS	1	9/9/2019	9.2749E+25
54448	9/7/2019	02-73-1301	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710398233883
54448	9/7/2019	03-74-0002-01-00	ELECTRO	AUDIO	1	9/9/2019	1Z1A1V710398233883
54449	9/7/2019	01-21-1012-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V71YW95658879
54449	9/7/2019	17-24-0109-11-00	FITNESS	LOWER BODY	1	9/9/2019	1Z1A1V71YW95658879
54451	9/7/2019	21-13-0001	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V71YW96755262
54451	9/7/2019	10-81-0001-00-00	ESSENTIALS	BODY CARE	1	9/9/2019	1Z1A1V71YW96755262
54452	9/7/2019	03-81-0004-00	SEASONAL	SEASONAL	1	9/9/2019	9.2613E+25
54452	9/7/2019	17-24-0101-00	SEASONAL	SEASONAL	1	9/9/2019	9.2613E+25
54450	9/7/2019	38-31-0001-00-12	AUTOMOTIVE	RINGS	1	9/9/2019	9.2749E+25
54453	9/7/2019	BOOF PRESALE	SEASONAL	SEASONAL	2	9/9/2019	9.2749E+25
54454	9/7/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54454	9/7/2019	03-72-1101	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54455	9/8/2019	03-22-0003-01-00	FITNESS	APPAREL	1	9/9/2019	1Z1A1V710197057007
54456	9/8/2019	03-32-0001-01-01	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54457	9/8/2019	01-29-1303	SEASONAL	SEASONAL	1	9/9/2019	9.2749E+25
54458	9/8/2019	01-21-4002-14-12	COSMETICS	MASKS	1	9/9/2019	1Z1A1V710391299129
54458	9/8/2019	01-28-1301-03-12	FITNESS	MAT	1	9/9/2019	1Z1A1V710391299129
54458	9/8/2019	03-81-1701-00	SEASONAL	SEASONAL	1	9/9/2019	1Z1A1V710391299129
54459	9/8/2019	02-40-0001-00-00	SLEEPWEAR	INTIMATES	1	9/9/2019	9.2749E+25
54460	9/8/2019	23-33-0201-00-00	GEAR	OUTERWEAR	1	9/9/2019	9.2749E+25
54460	9/8/2019	08-28-0201-00-00	FITNESS	MAT	1	9/9/2019	9.2749E+25
54462	9/8/2019	01-28-1301-03-12	FITNESS	MAT	1	9/9/2019	1Z1A1V710394451074
54462	9/8/2019	02-72-0101-01-00	ACCESSORIES	IMPULSE	1	9/9/2019	1Z1A1V710394451074
