Date	Item_ID	Unit_Sold	$_Sold	Total_Cost
9/28/2019	11-11-0031-00	2	80	21.10000038
9/28/2019	11-11-0031-00	2	80	21.10000038
9/28/2019	11-11-0031-00	1	40	10.55000019
9/28/2019	11-11-0031-00	1	40	10.55000019
9/28/2019	11-11-0031-02	1	25	4.400000095
9/28/2019	11-11-0031-02	2	50	8.800000191
9/28/2019	11-11-0031-02	1	25	4.400000095
9/28/2019	11-11-0031-02	1	25	4.400000095
9/28/2019	11-11-0032-00	3	165	39.39000034
9/28/2019	11-11-0032-00	1	55	13.13000011
9/28/2019	11-11-0032-02	1	29	5.690000057
9/28/2019	11-11-0032-02	1	29	5.690000057
9/28/2019	11-11-0032-03	1	0	5.690000057
9/28/2019	11-11-0032-03	2	58	11.38000011
9/28/2019	11-11-0033-02	1	22	5.300000191
9/28/2019	11-11-0033-03	1	22	5.300000191
9/28/2019	11-11-0033-03	1	22	5.300000191
9/28/2019	11-11-0034-00	1	55	13.43000031
9/28/2019	11-11-0035-00	2	110	29.89999962
9/28/2019	11-11-0037-00	1	74	23.69000053
9/28/2019	11-11-0037-02	1	39	10.97000027
9/28/2019	11-11-0037-02	2	78	21.94000053
9/28/2019	11-11-0037-02	1	39	10.97000027
9/28/2019	11-11-0037-03	2	78	21.94000053
9/28/2019	13-81-0101-00-00	2	24	12
9/28/2019	13-86-0001-00-02	2	58	17
9/28/2019	17-24-0101-00	1	100	31.53000069
9/28/2019	17-24-0111-11-00	2	60	16.31999969
9/28/2019	17-24-0113-01-00	2	80	15.38000011
9/28/2019	20-87-0001-00	2	6	1.440000057
9/28/2019	21-13-0001	1	10	2.950000048
9/28/2019	21-13-0001	1	10	2.950000048
9/28/2019	21-13-0001	1	10	2.950000048
9/28/2019	21-13-0101	1	15	3.599999905
9/28/2019	21-13-0102	1	15	3.900000095
9/28/2019	23-82-0101-01-00	1	42	12.38000011
9/28/2019	23-82-1301-01-00	3	49.55999947	14.64000034
9/28/2019	34-84-0901-01	1	20	8.199999809
9/28/2019	34-84-1001-01	1	20	8.789999962
9/28/2019	38-51-0101-01-00	1	99	37.41999817
9/28/2019	38-53-1301-01-00	1	25	5.010000229
9/28/2019	38-81-0001-00-00	2	0	6.239999771
9/28/2019	40-33-0001-00-00	2	198	71.94000244
9/28/2019	40-74-0001-01-00	1	29	10.77000046
9/28/2019	43-85-0002-01	1	239	119.5
9/28/2019	46-15-0001-01	1	19	6
9/29/2019	01-12-0001-01	1	69	15.89999962
9/29/2019	01-12-0001-01	2	138	33
9/29/2019	01-21-1001-14-12	2	110	35.29999924
9/29/2019	01-21-1004-14-12	2	118	40.59999847
9/29/2019	01-21-1004-15-12	1	59	13.89999962
9/29/2019	01-21-1008-14-12	1	59	23.02000046
9/29/2019	01-21-1009-14-12	1	64.02999878	19.54999924
9/29/2019	01-21-1010-14-12	3	150	52.94999886
9/29/2019	01-21-1012-14-12	1	50	11.72000027
9/29/2019	01-21-1013-14-12	1	79	19.94000053
9/29/2019	01-21-2001-14-12	1	89	32.52000046
9/29/2019	01-21-2005-14-12	1	109	35.40999985
9/29/2019	01-24-0203-00-12	2	45	32.41999817
9/29/2019	01-25-0002-01-12	1	50	17.12000084
9/29/2019	01-25-0004	1	42	12.85000038
9/29/2019	01-25-0006	1	42	13.30000019
9/29/2019	01-27-0303-01-12	1	52	14.5
9/29/2019	01-28-1301-03-12	5	80	35.85000038
9/29/2019	01-29-0002-00-00	3	6	0.75
9/29/2019	01-29-1301-01-00	1	32	5.5
9/29/2019	01-29-1303	1	11	2.599999905
9/29/2019	01-31-0101-01-00	3	60	23.82000017
9/29/2019	01-31-0103-01-00	1	20	4.5
9/29/2019	01-31-0104-01-00	4	100	24.79999924
9/29/2019	01-31-0105-01-00	1	15	6.599999905
9/29/2019	01-31-0106-01-00	2	50	13.60000038
9/29/2019	01-31-0108-01-00	4	88	21
9/29/2019	01-31-0109-01-00	3	66	19.04999971
9/29/2019	01-40-0401-00-00	1	18	5.400000095
9/29/2019	01-81-1601-00-00	4	32	12.80000019
9/29/2019	01-83-1601-00-00	4	36	17.20000076
9/29/2019	01-83-1602-00-00	2	18	7.960000038
9/29/2019	01-83-1603-00-00	1	14	2.75
9/29/2019	01-86-0001-00-00	56	4200	2464
9/29/2019	02-31-0101-01-00	12	96	21
9/29/2019	02-31-0103-01-00	3	45	8.850000143
9/29/2019	02-31-0401-00-00	1	36	7.949999809
9/29/2019	02-32-0101-01-00	3	30	6.149999857
9/29/2019	02-40-0001-00-00	1	19	4.5
9/29/2019	02-40-0301-01-12	2	24	5.980000019
9/29/2019	02-40-0401-00-00	2	30	5.900000095
9/29/2019	02-40-1301-00-00	2	30	7.5
9/29/2019	02-61-1301-01-00	2	798	238
9/29/2019	02-63-0402-01-12	1	85	24
9/29/2019	02-63-0403-01-00	1	495	172
9/29/2019	02-63-0406-01-12	1	649	241.75
9/29/2019	02-71-1401-01-00	1	65	12
9/29/2019	02-71-1402-01-12	1	75	18.95000076
9/29/2019	02-71-1403-01-12	2	218	66.30000305
9/29/2019	02-72-0101-01-00	2	44	11.19999981
9/29/2019	02-73-0001-01-00	1	39	10.85000038
9/29/2019	02-73-0002-01-00	1	36	11
9/29/2019	02-73-1101	1	35	5.650000095
9/29/2019	02-73-1101	1	35	5.650000095
9/29/2019	02-73-1301	2	32	7.400000095
9/29/2019	02-74-0405-01-12	1	29	11.35000038
9/29/2019	02-74-1402-01-00	2	70	24
9/29/2019	03-22-0001-01-12	2	138	61.27999878
9/29/2019	03-22-0003-01-00	1	99	32
9/29/2019	03-22-0003-01-03	5	595	187.5
9/29/2019	03-22-0004	1	60	22
9/29/2019	03-22-0005-01-00	3	237	90
9/29/2019	03-22-0110-01-00	2	250	96
9/29/2019	03-31-0102-01-00	5	90	20
9/29/2019	03-32-0001-01-01	2	58	16.57999992
9/29/2019	03-32-0402-00-00	1	59	13.23999977
9/29/2019	03-35-0101-01-00	2	138	30
9/29/2019	03-40-0101-01-12	1	19	6
9/29/2019	03-40-1301-00-00	2	50	14.69999981
9/29/2019	03-51-0001-01-00	1	69	18
9/29/2019	03-64-0001-01-00	1	400	135
9/29/2019	03-72-1101	1	29	7.199999809
9/29/2019	03-72-1101	1	29	7.199999809
9/29/2019	03-72-1101	1	33.04999924	7.199999809
9/29/2019	03-74-0002-01-00	2	50	9.5
9/29/2019	03-74-0003-01-00	2	198	48
9/29/2019	03-81-0001-00-03	3	24	5.550000072
9/29/2019	03-81-0002-00-00	3	36	18
9/29/2019	03-81-0003-00	1	25	7.400000095
9/29/2019	03-81-0003-00	1	40	14.80000019
9/29/2019	03-81-0004-00	1	10	3
9/29/2019	03-81-0004-00	4	60	14.60000038
9/29/2019	03-81-0004-00	4	100	29.20000076
9/29/2019	03-81-1701-00	6	120	35.40000057
9/29/2019	03-81-1701-00	2	70	23.60000038
9/29/2019	04-12-0002-01	2	90	33.59999847
9/29/2019	04-12-0002-01	1	45	16.79999924
9/29/2019	04-12-0010-01	2	78	28.52000046
9/29/2019	04-12-0011-01	1	49	18.20000076
9/29/2019	04-15-0104-01-00	1	22	4.659999847
9/29/2019	04-31-0001-00	1	29	10.19999981
9/29/2019	04-31-0004-01	4	260	96
9/29/2019	04-31-0004-01	1	65	24
9/29/2019	04-32-0101-01-00	4	116	37.20000076
9/29/2019	04-74-0001	1	20	5.400000095
9/29/2019	04-82-0001-00-00	1	32	11.19999981
9/29/2019	04-82-0001-00-12	2	138	62.5
9/29/2019	05-24-0003-01-12	5	195	65
9/29/2019	06-81-1701-00-00	1	11	2.799999952
9/29/2019	06-81-1703-00-00	2	38	22.07999992
9/29/2019	07-81-1601-00	4	64	15
9/29/2019	08-28-0201-00-00	7	266	76.64999866
9/29/2019	08-31-0201-00-00	1	17	6.75
9/29/2019	08-31-0202-00-00	1	12	2.369999886
9/29/2019	08-31-0203-00-00	5	100	30
9/29/2019	08-34-0203-00-00	2	40	12.31999969
9/29/2019	08-34-0204-00-00	1	36	16.57999992
9/29/2019	08-34-0206-01-00	1	115	42.08000183
9/29/2019	08-34-0209-00-00	2	50	22.95999908
9/29/2019	08-34-0212-00-00	29	261	98.60000277
9/29/2019	10-81-0001-00-00	4	116	50
9/29/2019	11-11-0031-00	1	40	10.55000019
9/29/2019	11-11-0031-00	4	160	42.20000076
9/29/2019	11-11-0031-02	1	25	4.400000095
9/29/2019	11-11-0031-03	1	25	4.400000095
9/29/2019	11-11-0032-00	1	55	13.13000011
9/29/2019	11-11-0032-02	1	29	5.690000057
9/29/2019	11-11-0032-02	1	29	5.690000057
9/29/2019	11-11-0034-00	1	55	13.43000031
9/29/2019	11-11-0034-02	1	29	5.840000153
9/29/2019	11-11-0034-02	1	29	5.840000153
9/29/2019	11-11-0037-00	1	74	23.69000053
9/29/2019	11-11-0037-00	2	148	47.38000107
9/29/2019	11-11-0037-02	1	39	10.97000027
9/29/2019	11-11-0037-02	1	39	10.97000027
9/29/2019	13-81-0101-00-00	1	12	6
9/29/2019	13-82-0001-00	2	40	10
9/29/2019	13-82-0001-00	2	60	17
9/29/2019	13-82-0101-01-00	3	86.75000191	26.64000034
9/29/2019	13-86-0001-00-02	51	1479	433.5
9/29/2019	17-24-0101-00	2	70	20.81999969
9/29/2019	17-24-0101-00	1	50	14.25
9/29/2019	17-24-0101-00	1	100	31.53000069
9/29/2019	17-24-0105-11-00	1	39	14.25
9/29/2019	17-24-0111-11-00	1	30	8.159999847
9/29/2019	17-24-0112-01-00	1	19	4.050000191
9/29/2019	17-73-0601-01	1	25	7.769999981
9/29/2019	17-73-0601-03	1	25	7.769999981
9/29/2019	20-87-0001-00	1	3	0.720000029
9/29/2019	20-87-0001-00	1	5	1.440000057
9/29/2019	20-87-0001-00	1	9	2.880000114
9/29/2019	21-13-0102	1	15	3.900000095
9/29/2019	22-82-1301-00-00	3	135	49.5
9/29/2019	23-33-0201-00-00	1	16	6.75
9/29/2019	23-82-0101-01-00	5	210	61.90000057
9/29/2019	23-82-1301-01-00	1	16	4.880000114
9/29/2019	34-84-0901-01	1	20	8.199999809
9/29/2019	38-31-0001-00-12	4	180	65.27999878
9/29/2019	38-51-0101-01-00	3	297	112.2599945
9/29/2019	38-81-0001-00-00	1	0	3.119999886
9/29/2019	40-33-0001-00-00	8	792	287.7600098
9/29/2019	40-51-0001-01-12	1	99	37.41999817
9/29/2019	43-85-0002-01	2	478	239
9/30/2019	01-12-0001-01	1	69	16.5
9/30/2019	01-21-1001-14-12	2	110	35.29999924
9/30/2019	01-21-1004-14-12	1	59	20.29999924
9/30/2019	01-21-1005-14-12	3	177	67.94999886
9/30/2019	01-21-1008-14-12	1	59	23.02000046
9/30/2019	01-21-1009-14-12	3	186	69.9299984
9/30/2019	01-21-1010-14-12	2	100	35.29999924
9/30/2019	01-21-2001-14-12	1	89	32.52000046
9/30/2019	01-21-2008-14-12	1	75	20.97999954
9/30/2019	01-21-3002-14-12	1	65	19
9/30/2019	01-21-4001-14-12	1	55	16.39999962
9/30/2019	01-21-4002-14-12	1	57	19.93000031
9/30/2019	01-21-4003-14-12	1	59	18.75
9/30/2019	01-24-0101-01	1	35	8.770000458
9/30/2019	01-24-0202-00-12	2	58	22.02000046
9/30/2019	01-24-0203-00-12	1	45	16.20999908
9/30/2019	01-25-0004	1	42	12.85000038
9/30/2019	01-27-0301-01-12	2	178	26
9/30/2019	01-28-1301-03-12	2	32	14.34000015
9/30/2019	01-29-1301-01-00	1	0	5.5
9/30/2019	01-31-0101-01-00	2	40	15.88000011
9/30/2019	01-31-0104-01-00	1	25	6.199999809
9/30/2019	01-31-0106-01-00	1	25	6.800000191
9/30/2019	01-31-0109-01-00	4	88	25.39999962
9/30/2019	01-40-0401-00-00	1	18	5.400000095
9/30/2019	01-81-1601-00-00	2	16	6.400000095
9/30/2019	01-83-1603-00-00	1	14	2.75
9/30/2019	01-86-0001-00-00	36	2625	1584
9/30/2019	02-31-0101-01-00	7	56	12.25
9/30/2019	02-31-0401-00-00	5	180	39.74999905
9/30/2019	02-32-0101-01-00	2	20	4.099999905
9/30/2019	02-32-0401-00-00	1	65	16.20000076
9/30/2019	02-32-1101-01-00	3	30	19.5
9/30/2019	02-40-0001-00-00	1	19	4.5
9/30/2019	02-40-0301-01-12	2	24	5.980000019
9/30/2019	02-40-0401-00-00	2	32.5	5.900000095
9/30/2019	02-40-1301-00-00	1	15	3.75
9/30/2019	02-54-0701-01-00	1	12	2.799999952
9/30/2019	02-54-0702-01-00	1	10	0.75
9/30/2019	02-54-1401-01-00	2	40	9.300000191
9/30/2019	02-61-1301-01-00	2	798	238
9/30/2019	02-62-0401-01-12	3	338.4000015	113.5200005
9/30/2019	02-62-1401-01-00	2	59.87999916	19.5
9/30/2019	02-63-0403-01-00	1	495	172
9/30/2019	02-63-0406-01-12	2	1298	483.5
9/30/2019	02-63-1301-01-00	2	56	13.89999962
9/30/2019	02-71-1403-01-12	1	109	33.15000153
9/30/2019	02-73-0002-01-00	1	36	11
9/30/2019	02-73-1101	1	38.08000183	5.650000095
9/30/2019	02-73-1102	1	32.93000031	5.150000095
9/30/2019	02-73-1302-01-00	5	20	6.999999881
9/30/2019	02-73-1401-01-12	1	29.85000038	6
9/30/2019	02-73-1402-01-12	2	60	33.59999847
9/30/2019	02-74-0405-01-12	1	29	11.35000038
9/30/2019	02-74-1402-01-00	1	35	12
9/30/2019	02-81-0001-00-00	1	18	5.5
9/30/2019	03-22-0003-01-00	1	99	32
9/30/2019	03-22-0003-01-03	2	238	75
9/30/2019	03-22-0107-01-12	1	50	13.85000038
9/30/2019	03-22-0110-01-00	1	139.3200073	48
9/30/2019	03-27-0301-01-00	1	50	15.60000038
9/30/2019	03-32-0001-01-01	1	29	8.289999962
9/30/2019	03-32-0402-00-00	1	59	13.23999977
9/30/2019	03-33-1303-00-00	2	258	82.26000214
9/30/2019	03-35-0101-01-00	2	138	30
9/30/2019	03-40-0101-01-12	1	19	6
9/30/2019	03-40-1301-00-00	1	25	7.349999905
9/30/2019	03-72-0501-01-00	1	22	3.200000048
9/30/2019	03-72-1101	1	29	7.199999809
9/30/2019	03-72-1101	1	29	7.199999809
9/30/2019	03-72-1101	1	29	7.199999809
9/30/2019	03-81-0002-00-00	4	48	24
9/30/2019	03-81-0003-00	1	15	5.369999886
9/30/2019	03-81-0003-00	2	50	14.80000019
9/30/2019	03-81-0004-00	1	10	3
9/30/2019	03-81-0004-00	1	15	3.650000095
9/30/2019	03-81-0004-00	1	25	7.300000191
9/30/2019	03-81-1701-00	6	120	35.40000057
9/30/2019	03-81-1701-00	1	35	11.80000019
9/30/2019	03-85-0301-01-00	2	118	43
9/30/2019	04-12-0002-01	1	45	16.79999924
9/30/2019	04-12-0007-01	1	49	22.42000008
9/30/2019	04-12-0011-01	1	49	18.20000076
9/30/2019	04-13-1101-03-00	1	36	11.80000019
9/30/2019	04-15-0104-01-00	1	23.73999977	4.659999847
9/30/2019	04-15-0105-01-00	1	8	2.779999971
9/30/2019	04-31-0001-00	2	58	20.39999962
9/30/2019	04-32-0101-01-00	5	145	46.50000095
9/30/2019	04-82-0002-00-12	2	118	44.79999924
9/30/2019	05-24-0003-01-12	2	78	26
9/30/2019	06-81-1701-00-00	3	33	8.399999857
9/30/2019	06-81-1703-00-00	3	57	33.11999989
9/30/2019	07-81-0101-00	1	13	3.119999886
9/30/2019	07-81-1601-00	5	80	18.75
9/30/2019	08-28-0201-00-00	6	231.1699982	65.69999886
9/30/2019	08-31-0201-00-00	1	17	6.75
9/30/2019	08-31-0202-00-00	3	36	7.109999657
9/30/2019	08-31-0203-00-00	5	100	30
9/30/2019	08-34-0203-00-00	1	20	6.159999847
9/30/2019	08-34-0209-00-00	2	50	22.95999908
9/30/2019	08-34-0210-00-00	2	50	22.95999908
9/30/2019	08-34-0212-00-00	9	81	30.60000086
9/30/2019	10-81-0001-00-00	2	58	25
9/30/2019	11-11-0031-00	1	40	10.55000019
9/30/2019	11-11-0031-00	1	40	10.55000019
9/30/2019	11-11-0031-02	1	29.93000031	4.400000095
9/30/2019	11-11-0031-02	1	25	4.400000095
9/30/2019	11-11-0032-00	3	165	39.39000034
9/30/2019	11-11-0032-02	1	29	5.690000057
9/30/2019	11-11-0032-02	1	33.97000122	5.690000057
9/30/2019	11-11-0032-03	1	29	5.690000057
9/30/2019	11-11-0032-03	1	29	5.690000057
9/30/2019	11-11-0033-02	2	44	10.60000038
9/30/2019	11-11-0033-03	1	22	5.300000191
9/30/2019	11-11-0034-00	1	55	13.43000031
9/30/2019	11-11-0034-02	1	29	5.840000153
9/30/2019	11-11-0035-03	1	38.18999863	6.599999905
9/30/2019	11-11-0037-00	1	74	23.69000053
9/30/2019	11-11-0037-00	1	74	23.69000053
9/30/2019	11-11-0037-02	1	46.43999863	10.97000027
9/30/2019	11-11-0037-03	1	39	10.97000027
9/30/2019	11-11-0037-03	1	39	10.97000027
9/30/2019	13-81-0101-00-00	1	12	6
9/30/2019	13-82-0001-00	1	20	5
9/30/2019	13-82-0001-00	2	60	17
9/30/2019	13-86-0001-00-02	17	493	144.5
9/30/2019	17-24-0101-00	1	35	10.40999985
9/30/2019	17-24-0101-00	1	100	31.53000069
9/30/2019	17-24-0111-11-00	2	60	16.31999969
9/30/2019	17-24-0113-01-00	1	40	7.690000057
9/30/2019	17-73-0601-01	2	50	15.53999996
9/30/2019	21-13-0001	1	10	2.950000048
9/30/2019	21-13-0101	2	30	7.199999809
9/30/2019	21-13-0101	3	45	10.79999971
9/30/2019	21-13-0101	2	30	7.199999809
9/30/2019	21-13-0102	1	17.5	5
9/30/2019	22-82-1301-00-00	1	45	16.5
9/30/2019	23-82-0101-01-00	3	126	37.14000034
9/30/2019	23-82-1301-01-00	1	16	4.880000114
9/30/2019	34-84-1001-01	1	20	8.789999962
9/30/2019	38-12-0001-01	2	102.5200005	47.11999893
9/30/2019	38-31-0001-00-12	1	45	16.31999969
9/30/2019	38-51-0101-01-00	2	198	74.83999634
9/30/2019	38-81-0001-00-00	3	0	9.359999657
9/30/2019	40-33-0001-00-00	2	198	71.94000244
9/30/2019	43-85-0001-01-00	3	567	276
